team,tournament,match,alliance,sandstorm_start_hatch,sandstorm_start_cargo,sandstorm_start_lvl_1,sandstorm_start_lvl_2,sandstorm_hab,sandstorm_rocket_cargo_1,sandstorm_rocket_cargo_2,sandstorm_rocket_cargo_3,sandstorm_total_rocket_cargo,sandstorm_rocket_hatch_1,sandstorm_rocket_hatch_2,sandstorm_rocket_hatch_3,sandstorm_total_rocket_hatch,sandstorm_cargoship_cargo,sandstorm_cargoship_hatch,teleop_rocket_cargo_1,teleop_rocket_cargo_2,teleop_rocket_cargo_3,teleop_total_rocket_cargo,teleop_rocket_hatch_1,teleop_rocket_hatch_2,teleop_rocket_hatch_3,teleop_total_rocket_hatch,teleop_cargoship_cargo,teleop_cargoship_hatch,teleop_climb_1,teleop_climb_2,teleop_climb_3,rating_cargo_accuracy,rating_hatch_accuracy,rating_speed,rating_defense,rating_stability,disabled,interfere,defense,comment_scout,comment_super,match_id,scout_id,Total Game Pieces,Hab Climb
2543,CAVE,14,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,FALSE,FALSE,TRUE,5,3,4,1,5,FALSE,FALSE,FALSE,They had some trouble with getting a hatch panel from the loading station so they switched to doing cargo;they do a flip to get to lv3 of the hab,,14@CAVE:r[6560;2543;6398],1,4,12
6398,CAVE,14,r,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,4,3,3,FALSE,FALSE,TRUE,Tried to score cargo; but failed. After that; switches to defense Nd successfully pinned an offensive team twice. Pretty strong defense. Really small bot,,14@CAVE:r[6560;2543;6398],2,0,3
6560,CAVE,14,r,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,FALSE,TRUE,FALSE,4,3,3,1,3,FALSE,FALSE,FALSE,Slow cycle time,,14@CAVE:r[6560;2543;6398],0,3,6
4470,CAVE,15,b,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,1,2,FALSE,FALSE,FALSE,drops hatch; hatch and cargo intake arent reliable; randomly stops,,15@CAVE:b[4470;7323;5107],0,0,0
5107,CAVE,15,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,TRUE,FALSE,FALSE,1,3,3,1,3,FALSE,FALSE,FALSE,Had a difficult time holding on to the hatch; and also aiming the hatch when placing it.,,15@CAVE:b[4470;7323;5107],2,2,3
7323,CAVE,15,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,2,2,1,3,FALSE,FALSE,FALSE,Did not move around fast; didn't complete any placements,,15@CAVE:b[4470;7323;5107],1,0,0
5136,CAVE,15,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,FALSE,TRUE,FALSE,2,2,3,1,3,FALSE,FALSE,FALSE,Their cargo and hatch intakes were pretty unreliable and they failed to place cargo 4 times,,15@CAVE:r[5137;5818;5136],2,2,6
5137,CAVE,15,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,FALSE,TRUE,FALSE,4,4,3,1,3,FALSE,FALSE,FALSE,,,15@CAVE:r[5137;5818;5136],0,6,6
5818,CAVE,15,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,FALSE,FALSE,TRUE,3,5,4,1,5,FALSE,FALSE,FALSE,Their cycle times are pretty good; getting the hatch panel from the loading station and placing hatch panels are pretty accurate; fast climb to level 3,,15@CAVE:r[5137;5818;5136],1,4,12
3303,CAVE,16,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,3,2,FALSE,FALSE,TRUE,failed at offense so they switched to defense; meh defense; returned to side at thirty seconds,,16@CAVE:b[3303;580;5857],0,0,0
580,CAVE,16,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,FALSE,1,2,2,1,3,FALSE,FALSE,FALSE,Very slow cycle time; unreliable when placing hatches; only has an intake for hatches,,16@CAVE:b[3303;580;5857],1,2,3
5857,CAVE,16,b,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,TRUE,FALSE,FALSE,1,3,1,1,1,TRUE,FALSE,FALSE,Moved very slowly.,,16@CAVE:b[3303;580;5857],2,1,3
5510,CAVE,16,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,TRUE,FALSE,FALSE,1,3,3,1,3,FALSE,FALSE,FALSE,,,16@CAVE:r[5510;7327;5678],0,2,3
5678,CAVE,16,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,FALSE,4,2,2,2,3,FALSE,FALSE,TRUE,Played a little defense for 15 secs and it wasn't very effective,,16@CAVE:r[5510;7327;5678],2,2,3
7327,CAVE,16,r,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,TRUE,FALSE,TRUE,They disabled during sandstorm lv2 ; didn't move from their platform,,16@CAVE:r[5510;7327;5678],1,0,0
5102,CAVE,17,b,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,FALSE,FALSE,FALSE,1,2,2,1,2,FALSE,FALSE,FALSE,inconsistent hatch intake and outake,,17@CAVE:b[5102;6553;599],0,2,0
599,CAVE,17,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,TRUE,FALSE,FALSE,5,5,2,1,3,FALSE,FALSE,FALSE,Good cargo accuracy; but moved very slowly,,17@CAVE:b[5102;6553;599],2,3,3
6553,CAVE,17,b,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,FALSE,3,1,3,1,4,FALSE,FALSE,FALSE,Cycle time is very slow,,17@CAVE:b[5102;6553;599],1,2,3
294,CAVE,17,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,2,2,3,4,2,FALSE,FALSE,TRUE,Switched to play defense midway. Pinned a team 3 times. No penalties. Their offense wasn't working well and a bunch of parts fell out of their robot at first,,17@CAVE:r[7324;4201;294],2,0,12
4201,CAVE,17,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,0,1,0,0,0,2,0,2,1,2,1,4,2,0,TRUE,FALSE,FALSE,4,4,5,1,4,FALSE,FALSE,FALSE,They focused on hatch for the rocket for a bit; and is efficient at hatch placement. They only climbed to lv1,,17@CAVE:r[7324;4201;294],1,8,3
7324,CAVE,17,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,2,2,1,2,FALSE,FALSE,FALSE,Flimsy jerky movements; little control; did nothing; moved around aimlessly; failed to get hatch from human player.,,17@CAVE:r[7324;4201;294],0,0,3
1138,CAVE,18,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,TRUE,FALSE,FALSE,4,1,3,1,3,FALSE,FALSE,FALSE,,,18@CAVE:b[1138;5199;2543],0,4,3
2543,CAVE,18,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,1,FALSE,TRUE,FALSE,5,4,2,1,3,FALSE,FALSE,FALSE,Good cargo placement accuracy; but a slow cycle time. Hatch placements were often misaligned.,,18@CAVE:b[1138;5199;2543],2,5,6
5199,CAVE,18,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,2,2,2,6,1,2,2,5,0,0,FALSE,TRUE,FALSE,5,5,5,1,4,FALSE,FALSE,FALSE,Cycle time is really fast; able to complete a whole rocket; really reliable intake for hatch panel and cargo,,18@CAVE:b[1138;5199;2543],1,11,6
114,CAVE,18,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,0,2,2,4,1,2,2,5,0,0,TRUE,FALSE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,,,18@CAVE:r[114;115;5477],0,9,3
115,CAVE,18,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,2,1,1,FALSE,TRUE,FALSE,5,4,4,1,3,FALSE,FALSE,FALSE,We took some time picking up game pieces but our Jan climb is solid,,18@CAVE:r[114;115;5477],1,6,6
5477,CAVE,18,r,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,2,2,2,1,3,FALSE,FALSE,FALSE,They didn't do anything throughout the match. Crossed to the other side once but came back right away,,18@CAVE:r[114;115;5477],2,0,6
5700,CAVE,19,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,2,3,4,1,3,FALSE,FALSE,FALSE,The intake and outtake for cargo aren't as efficient as it should be; very slow cycle time,,19@CAVE:b[6560;5700;7887],1,3,0
6560,CAVE,19,b,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,FALSE,3,2,2,1,2,FALSE,FALSE,FALSE,slow driving; tried to climb to third but failed,,19@CAVE:b[6560;5700;7887],0,2,3
7887,CAVE,19,b,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,5,2,5,FALSE,FALSE,FALSE,Very agile; but not a very effective defense robot.,,19@CAVE:b[6560;5700;7887],2,0,3
3512,CAVE,19,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,4,2,1,2,TRUE,FALSE,FALSE,Disabled after placing a hatch panel into the 2nd level of a robot; got pushed up to level 1 of the hab by 6398,,19@CAVE:r[6934;3512;6398],1,0,3
6398,CAVE,19,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,TRUE,FALSE,FALSE,3,3,3,1,3,FALSE,FALSE,FALSE,Their cargo outtake takes a long time to work,,19@CAVE:r[6934;3512;6398],2,3,3
6934,CAVE,19,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,2,3,2,2,FALSE,FALSE,TRUE,Not good or effective. They stayed on their side of line trying to defend from defenders and in the last fifty seconds briefly tried to pin opposing robot but was unsuccessful. Ten seconds later they returned and climbed to level one with over thirty seconds remaining.,,19@CAVE:r[6934;3512;6398],0,0,3
3328,CAVE,20,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,TRUE,FALSE,FALSE,3,1,3,1,3,FALSE,FALSE,FALSE,Dropped hatch panel during sandstorm; cycle time very slow,,20@CAVE:b[4711;3328;7650],1,2,3
4711,CAVE,20,b,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,2,2,2,FALSE,FALSE,TRUE,about to tip; pretty bad defense(not in the way),,20@CAVE:b[4711;3328;7650],0,0,3
7650,CAVE,20,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,TRUE,FALSE,FALSE,3,5,3,1,5,FALSE,FALSE,FALSE,The climb was not successful; it was supposed to go to level 2.,,20@CAVE:b[4711;3328;7650],2,3,3
2486,CAVE,20,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,TRUE,FALSE,FALSE,4,3,3,1,4,FALSE,FALSE,FALSE,Failed lv3 climb twice 7411 defended against them and 2486 was almost defenseless,,20@CAVE:r[3473;2486;6764],1,3,3
3473,CAVE,20,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,3,2,4,1,3,FALSE,FALSE,FALSE,Fast cycle time but inconsistent placement,,20@CAVE:r[3473;2486;6764],0,4,0
6764,CAVE,20,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,Didn't do anything throughout the match... I think there was a connectivity issue but I'm not sure... It was not disabled,,20@CAVE:r[3473;2486;6764],2,0,0
3863,CAVE,21,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,2,2,0,4,1,2,2,5,0,0,FALSE,FALSE,FALSE,4,4,4,1,4,FALSE,FALSE,FALSE,Fast cycle time; Consistent with hatch panel and cargo placement,,21@CAVE:b[7326;3863;5869],1,9,0
5869,CAVE,21,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,4,1,4,FALSE,FALSE,FALSE,Very inefficient cargo intake; was barely able to hold the cargo; and could not score anything.,,21@CAVE:b[7326;3863;5869],2,0,3
7326,CAVE,21,b,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,1,1,FALSE,FALSE,FALSE,nearly tipped over; stood around,,21@CAVE:b[7326;3863;5869],0,0,0
3925,CAVE,21,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,1,1,TRUE,FALSE,FALSE,4,4,3,3,3,FALSE,FALSE,TRUE,Played defense once; almost knocked another robot over cycle times are pretty slow,,21@CAVE:r[4486;3925;4414],1,6,3
4414,CAVE,21,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,1,0,1,2,0,0,1,2,2,5,1,2,1,4,0,0,FALSE,FALSE,TRUE,4,5,4,1,4,FALSE,FALSE,FALSE,,,21@CAVE:r[4486;3925;4414],2,9,12
4486,CAVE,21,r,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,FALSE,TRUE,FALSE,3,4,4,1,3,FALSE,FALSE,FALSE,First three cargo attempts; including one in sandstorm; were unsuccessful but rest were good,,21@CAVE:r[4486;3925;4414],0,6,6
115,CAVE,22,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,2,1,FALSE,TRUE,FALSE,4,3,4,1,3,FALSE,FALSE,FALSE,was blocked by defense a little; hatch was placed not perfectly so cargo and hatch fell out,,22@CAVE:b[115;3512;5107],0,6,6
3512,CAVE,22,b,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,3,2,3,3,FALSE,FALSE,TRUE,Does good pinning; buy may have gotten a penalty when trying to. May have been too aggressive at some points.,,22@CAVE:b[115;3512;5107],1,0,3
5107,CAVE,22,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,TRUE,FALSE,FALSE,1,3,3,1,4,FALSE,FALSE,FALSE,The hatch was very wobbly while on the robot; making it difficult to place the hatch.,,22@CAVE:b[115;3512;5107],2,4,3
599,CAVE,22,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,TRUE,FALSE,4,2,2,1,3,FALSE,FALSE,FALSE,Their offense was pretty slow,,22@CAVE:r[7323;7887;599],2,4,6
7323,CAVE,22,r,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,1,1,1,TRUE,FALSE,FALSE,,,22@CAVE:r[7323;7887;599],0,0,0
7887,CAVE,22,r,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,3,2,3,FALSE,FALSE,TRUE,Kind of got pushed around by 3612 wandered around during teleop; wasn't very good at pinning,,22@CAVE:r[7323;7887;599],1,0,3
2486,CAVE,24,b,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TRUE,FALSE,FALSE,4,1,3,1,3,FALSE,FALSE,FALSE,slow at cargo; didn't do much else,,24@CAVE:b[4470;2486;5869],1,3,3
4470,CAVE,24,b,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,TRUE,FALSE,FALSE,4,4,3,1,4,FALSE,FALSE,FALSE,had difficulty picking up hatches,,24@CAVE:b[4470;2486;5869],0,3,3
5869,CAVE,24,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,3,1,2,TRUE,TRUE,FALSE,Got disabled in the first half of the match right next to the human player station,,24@CAVE:b[4470;2486;5869],2,0,0
4201,CAVE,24,r,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,4,1,2,1,2,TRUE,FALSE,FALSE,Robot is not consistent; and also the robot doesn't look very strong,,24@CAVE:r[5857;6934;4201],2,5,0
6934,CAVE,24,r,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,2,1,4,3,4,FALSE,FALSE,TRUE,Had cargo then tried to play defense but didn't really have an effect,,24@CAVE:r[6934;3303;6553],0,0,3
3925,CAVE,25,b,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,TRUE,FALSE,FALSE,5,2,4,1,4,FALSE,FALSE,FALSE,,,25@CAVE:b[6560;3925;4711],1,5,3
4711,CAVE,25,b,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,2,1,2,2,3,FALSE,FALSE,TRUE,Not aggressive on the defense,,25@CAVE:b[6560;3925;4711],2,1,3
6560,CAVE,25,b,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,TRUE,4,3,3,1,4,FALSE,FALSE,FALSE,was slow throughout,,25@CAVE:b[6560;3925;4711],0,4,12
3303,CAVE,25,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,2,2,2,1,4,FALSE,FALSE,FALSE,Outtake was very unreliable and did not work throughout the game,,25@CAVE:r[4486;3303;6553],1,0,6
4486,CAVE,25,r,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,TRUE,FALSE,FALSE,3,5,3,3,5,FALSE,FALSE,FALSE,they were not able to do the climb,,25@CAVE:r[4486;3303;6553],0,3,3
6553,CAVE,25,r,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,4,1,3,1,3,FALSE,FALSE,FALSE,The robot lost its balance a few times but did not fall. Moved back and forth many times before deciding where to go,,25@CAVE:r[4486;3303;6553],2,3,0
1138,CAVE,26,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,TRUE,4,4,4,1,4,FALSE,TRUE,FALSE,,,26@CAVE:b[1138;5818;3473],0,3,12
3473,CAVE,26,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,TRUE,FALSE,FALSE,4,3,3,1,4,FALSE,FALSE,FALSE,,,26@CAVE:b[1138;5818;3473],2,4,3
5818,CAVE,26,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,TRUE,FALSE,FALSE,1,5,3,1,4,FALSE,FALSE,FALSE,,,26@CAVE:b[1138;5818;3473],1,5,3
294,CAVE,26,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,TRUE,2,2,4,4,3,FALSE,FALSE,TRUE,Pinned a robot twice and played aggressive defense. Good stuck on a cargo ball in the middle,,26@CAVE:r[5136;294;6764],1,1,12
5136,CAVE,26,r,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,TRUE,FALSE,FALSE,2,3,3,1,4,FALSE,FALSE,FALSE,Not very accurate hatch or cargo placement,,26@CAVE:r[5136;294;6764],0,2,3
6764,CAVE,26,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,2,1,2,FALSE,FALSE,FALSE,G9 foul; entered opp side even tho another defending not was there,,26@CAVE:r[5136;294;6764],2,0,3
114,CAVE,27,b,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,2,2,0,4,1,2,2,5,0,0,TRUE,FALSE,FALSE,5,5,4,1,4,FALSE,FALSE,FALSE,very fast; very controlled; very accurate. saucy,,27@CAVE:b[114;6398;3328],0,9,3
3328,CAVE,27,b,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,2,1,2,1,4,TRUE,FALSE,FALSE,Disabled at the end of the match. Cargo placement had really bad accuracy,,27@CAVE:b[114;6398;3328],2,2,0
6398,CAVE,27,b,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,4,3,4,FALSE,FALSE,FALSE,lightweight bot; tried to defend but could not push opponent bots. would have been effective if heavier. returned to hab at 25 seconds,,27@CAVE:b[114;6398;3328],1,0,3
2543,CAVE,27,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,TRUE,FALSE,FALSE,4,3,3,1,4,FALSE,FALSE,FALSE,Had a hard time to take in hatches at loading station,,27@CAVE:r[7324;2543;4414],1,5,3
4414,CAVE,27,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,FALSE,FALSE,TRUE,4,4,3,1,4,FALSE,FALSE,FALSE,Was defended heavily but escaped. Was shaky at placing third level hatch,,27@CAVE:r[7324;2543;4414],2,4,12
7324,CAVE,27,r,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,1,2,2,3,TRUE,FALSE,FALSE,Lost piece of bumper on field. ; unsure movements. Unsuccessful defense against defense,,27@CAVE:r[7324;2543;4414],0,0,0
5510,CAVE,28,b,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,TRUE,FALSE,FALSE,1,3,3,1,3,FALSE,FALSE,FALSE,Has a ramp,,28@CAVE:b[580;7326;5510],2,3,3
580,CAVE,28,b,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,1,3,1,1,3,TRUE,TRUE,FALSE,i seemed to be uncertain of what it was doing.,,28@CAVE:b[580;7326;5510],0,0,0
7326,CAVE,28,b,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,2,2,2,FALSE,FALSE,TRUE,super unstable; had no intake or outake. defended but did nothing,,28@CAVE:b[580;7326;5510],1,0,3
3863,CAVE,28,r,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,1,0,0,1,0,0,0,2,0,2,1,2,1,4,0,0,TRUE,FALSE,FALSE,4,4,4,1,4,FALSE,TRUE,FALSE,They had some trouble with hatch intake at loading station,,28@CAVE:r[5700;3863;5477],1,6,3
5477,CAVE,28,r,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,TRUE,FALSE,FALSE,4,1,3,1,4,FALSE,FALSE,FALSE,,,28@CAVE:r[5700;3863;5477],2,3,3
5700,CAVE,28,r,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,TRUE,FALSE,FALSE,4,3,3,1,3,FALSE,FALSE,FALSE,Failed to climb to level two by slamming into Hab.,,28@CAVE:r[5700;3863;5477],0,3,3
5678,CAVE,29,b,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,1,1,1,1,FALSE,FALSE,FALSE,very big chungus robot; very slow; and got hatch panel stuck within chassis. looked confused/dazed.,,29@CAVE:b[5678;6934;6553],0,0,3
6553,CAVE,29,b,FALSE,TRUE,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,2,1,2,2,2,FALSE,FALSE,TRUE,Came close to tipping over a couple of times.,,29@CAVE:b[5678;6934;6553],2,1,3
